instruction,response,output,prompt,history,summary,his_len,type
Thank you,"You’re welcome. Have a good evening.
",Have a great night,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [PERSON]
Dispatcher: Are they still at [ORG]? Description of people and vehicles? 
 User: Some SUVs, I couldn’t really tell the model because it was dark
Dispatcher: Do you know how many people, or how many vehicles? 
 User: At least three vehicles, maybe ## people? I saw them go into [PERSON] and then I left
Dispatcher: Do you have a time frame that this took place? 
 User: Yes around #:##pm
Dispatcher: Okay. Thank you for reaching out to us. We have an officer investigating. if you can think of any other details that may be helpful to us, please let us know. 
 User: Thank you
Dispatcher:","[['[PERSON]', 'Are they still at [ORG]? Description of people and vehicles?'], ['Some SUVs, I couldn’t really tell the model because it was dark', 'Do you know how many people, or how many vehicles?'], ['At least three vehicles, maybe ## people? I saw them go into [PERSON] and then I left', 'Do you have a time frame that this took place?'], ['Yes around #:##pm', 'Okay. Thank you for reaching out to us. We have an officer investigating. if you can think of any other details that may be helpful to us, please let us know.']]",,11,HarassmentAbuse
That's him your officers see him,"I'm sorry sir, I can't understand you.
",Thank you for contacting [ORG]. We will forward your request to the appropriate [ORG].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: That's him your officers see him
Dispatcher:",[],,8,HarassmentAbuse
Thank you - Emory [ACRONYM] are wonderful!,"Thank you for your kind words. We'll have an officer contact you by phone shortly. 
",Thank you very much!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you for taking report
Dispatcher: Hello, we sent an officer to check the area of the incident at the time of the original call. Would you like to speak to someone at this time regarding the incident? 
 User: Sure - I can be reached at ###-###-####
Dispatcher: Absolutely, we'll have an officer contact you by phone shortly. 
 User: Thank you - Emory [ACRONYM] are wonderful!
Dispatcher:","[['Thank you for taking report', 'Hello, we sent an officer to check the area of the incident at the time of the original call. Would you like to speak to someone at this time regarding the incident?'], ['Sure - I can be reached at ###-###-####', ""Absolutely, we'll have an officer contact you by phone shortly.""]]",,12,HarassmentAbuse
"no not yet, i wasn’t sure how to and was afraid to while i was still with him","ok, that’s fine. What’s your name?
",[ACRONYM] are you near the campus so we can send an officer to you?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: his name is [PERSON]
Dispatcher: Ok, did you already file a report regarding the assault? 
 User: no not yet, i wasn’t sure how to and was afraid to while i was still with him
Dispatcher:","[['his name is [PERSON]', 'Ok, did you already file a report regarding the assault?']]",,6,HarassmentAbuse
the officer i talked to said to save screenshots and send them to you guys,"thank you for that.
",Thank you for contacting [ORG]. Did the officers tell you who to send the pictures to?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: the officer i talked to said to save screenshots and send them to you guys
Dispatcher:",[],,18,HarassmentAbuse
"The students reported this to [LOC] in the [NORP] office, and never received any response.","We are sorry to hear that. Please call us back if you have any further questions.
",Thank you very much for this information. I will pass this information to the appropriate individuals in order to investigate this further. Are you able to speak with one of our [ORG] officers?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The students reported this to [LOC] in the [NORP] office, and never received any response.
Dispatcher:",[],,6,HarassmentAbuse
is there no kind of legal support for students?,"We can help you with the process of filing a report but we can’t give you legal advice.
",Your student affairs counselor should be able to direct you to someone that can assist you but there is no legal counsel here at [ORG] for students.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: How about him taking my friend’s meds? how is that not considered theft?
Dispatcher: You would need to contact a lawyer to take him to [PERSON] court especially if your belongings are of significant value. As far as your friends [PERSON] if she would like to file a report we can send a unit out to take the report and have the matter investigated but he can still deny culpability if there is no proof 
 User: is there no kind of legal support for students?
Dispatcher:","[['How about him taking my friend’s meds? how is that not considered theft?', 'You would need to contact a lawyer to take him to [PERSON] court especially if your belongings are of significant value. As far as your friends [PERSON] if she would like to file a report we can send a unit out to take the report and have the matter investigated but he can still deny culpability if there is no proof']]",,5,HarassmentAbuse
No officer is necessary to meet with me just definitely wanted to let [ORG] know,"Okay, thank you for calling [ORG]. How can I help you?
","Okay, thank you.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No officer is necessary to meet with me just definitely wanted to let [ORG] know
Dispatcher:",[],,4,HarassmentAbuse
But they’re fighting now,"I’m so sorry to hear that. Is there anything else you can tell me about the situation?
",Thank you for the updated information. Officers are en route to the location.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But they’re fighting now
Dispatcher:",[],,5,HarassmentAbuse
It wasn’t me it happened to but I have heard of too many girls to not report this,"Thank you for calling the police department. How can I help you?
","Okay. Again, if you are more comfortable in not having an officer meet you at a residence hall, you can go to the #th floor of the [ORG] building.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It wasn’t me it happened to but I have heard of too many girls to not report this
Dispatcher:",[],,6,HarassmentAbuse
Is he going to be interviewed?,"yes he will be interviewed
","Hello, this is [PERSON]. [PERSON], will you be bringing the statement to [ORG] or to hte [ORG] or both? The best route for direct contact will be to contact me directly either by phone: [ORG]-###-####, or email: [EMAIL]","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I believe ####
Dispatcher: ok I will send officers 
 User: Is he going to be interviewed?
Dispatcher:","[['I believe ####', 'ok I will send officers']]",,29,HarassmentAbuse
Are cops coming? I just want to know if I should go to bed or not. I would call but I don't want my roommates to hear.,"I understand. 
",We transferred the call over to [ORG]. If you have any questions you can call [GPE] [ACRONYM] at (###) ### - ####.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: You don't have to stop by but you can if you want to.
Dispatcher: Do you want police contact? 
 User: Sure, if there is not a more pressing emergency.
Dispatcher: You are in [GPE]'s jurisdiction, we have advised them. If you have any questions you can call [GPE] [ACRONYM] at (###) ### - ####. 
 User: Are cops coming? I just want to know if I should go to bed or not. I would call but I don't want my roommates to hear.
Dispatcher:","[[""You don't have to stop by but you can if you want to."", 'Do you want police contact?'], ['Sure, if there is not a more pressing emergency.', ""You are in [GPE]'s jurisdiction, we have advised them. If you have any questions you can call [GPE] [ACRONYM] at (###) ### - ####.""]]",,10,HarassmentAbuse
I don’t know how to get out of it,"You can contact us again if you have any questions. 
",Just don't go.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The house with the fence in the back
Dispatcher: Thank you a report has been made. If you have anything further feel free to contact us again. 
 User: What are you guys going to do?
Dispatcher: Officers will be patrolling in the area and [LOC] has been notified. Wheels are in motion to investigate the situation. We strongly suggest you do not participate in this event especially if it involves bodily harm and/or illegal activities. 
 User: I don’t know how to get out of it
Dispatcher:","[['The house with the fence in the back', 'Thank you a report has been made. If you have anything further feel free to contact us again.'], ['What are you guys going to do?', 'Officers will be patrolling in the area and [LOC] has been notified. Wheels are in motion to investigate the situation. We strongly suggest you do not participate in this event especially if it involves bodily harm and/or illegal activities.']]",,10,HarassmentAbuse
"No, I was afraid to stay, there were many students but none of them seem to be reporting the problem!","I understand, I'm sorry to hear that. You can always call us again if you need to.
",We here at [ORG] appreciate your initiative in letting us know. Would you like to meet with an officer?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No, I was afraid to stay, there were many students but none of them seem to be reporting the problem!
Dispatcher:",[],,7,HarassmentAbuse
Two girls walking by said she yelled at them earlier.,"Thank you for calling the police department. I am the dispatcher.
",The officers are familiar with this subject and is checking the area now . thanks,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Two girls walking by said she yelled at them earlier.
Dispatcher:",[],,6,HarassmentAbuse
What is the best way to handle this situation?,"First, you need to call the police department.
","Because the area of [ORG] and [PERSON]are not [ORG] property, [ORG]does not have jurisdiction in the area. I recommend that for any future issues or concerns off campus, you notify [ORG] at ###-###-####","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: What is the best way to handle this situation?
Dispatcher:",[],,1,HarassmentAbuse
To both,"To both
",The [ORG] officers and the [ORG] on duty will be over shortly to meet with you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: To both
Dispatcher:",[],,7,HarassmentAbuse
Yes,"Okay, I will have someone contact you. 
","Great, they will meet you at ##:##. Thank you!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: To both
Dispatcher: The [ORG] officers and the [ORG] on duty will be over shortly to meet with you. 
 User: Thank you so much
Dispatcher: You're welcome. 
 User: Hello, I was wondering if I could follow up with the [ACRONYM] of Alumni some time today regarding last night. It turns out he was also throwing ice at my best friend's window as well
Dispatcher: Yes, I will have someone contact you. 
 User: Thank you
Dispatcher: I spoke with the [ORG] on duty and [ORG], are you able to meet them in the Alumni staff office? 
 User: Yes
Dispatcher:","[['To both', 'The [ORG] officers and the [ORG] on duty will be over shortly to meet with you.'], ['Thank you so much', ""You're welcome.""], [""Hello, I was wondering if I could follow up with the [ACRONYM] of Alumni some time today regarding last night. It turns out he was also throwing ice at my best friend's window as well"", 'Yes, I will have someone contact you.'], ['Thank you', 'I spoke with the [ORG] on duty and [ORG], are you able to meet them in the Alumni staff office?']]",,15,HarassmentAbuse
"I am okay and in a safe place now, I just wanted to let someone know so that it could be on record","Okay, thank you for calling. I am going to need a little more information from you.
",what was he wearing and how long ago was this ?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am okay and in a safe place now, I just wanted to let someone know so that it could be on record
Dispatcher:",[],,4,HarassmentAbuse
I dont think so I have somewhere to be,"Do you have a phone number?
",Are the subjects still in the area? We have officers out there now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I dont think so I have somewhere to be
Dispatcher:",[],,8,HarassmentAbuse
He seems to usually stay the night on the side of the street,"It is good that you are staying there. You are doing the right thing.
",Okay thank you. Can you see what is he wearing?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He seems to usually stay the night on the side of the street
Dispatcher:",[],,3,HarassmentAbuse
[GPE] and w ##th Drive,"Okay thank you. We will send our officers over. 
",Thank you. Would you like to meet with one of our officers?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He seems to usually stay the night on the side of the street
Dispatcher: Okay thank you. Can you see what is he wearing? 
 User: He’s on a wheel chair wearing all black
Dispatcher: Thank you. Is he white/ black/ hispanic/ asian? 
 User: Not sure
Dispatcher: Okay thank you. We will send our officers over. 
 User: It would be great if you could make sure he doesn’t stay the night outside the premises
Dispatcher: What is the cross street? 
 User: [GPE] and w ##th Drive
Dispatcher:","[['He seems to usually stay the night on the side of the street', 'Okay thank you. Can you see what is he wearing?'], ['He’s on a wheel chair wearing all black', 'Thank you. Is he white/ black/ hispanic/ asian?'], ['Not sure', 'Okay thank you. We will send our officers over.'], ['It would be great if you could make sure he doesn’t stay the night outside the premises', 'What is the cross street?']]",,11,HarassmentAbuse
I am a next door neighbor,"I am the dispatcher
",Thank you for letting us know...We are still going to send an officer to make sure she is okay.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am a next door neighbor
Dispatcher:",[],,4,HarassmentAbuse
(The [ORG] near o’Reillys),"(The dispatcher)
","Ok, we will send officers to check area, thank you for using LiveSafe.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: (The [ORG] near o’Reillys)
Dispatcher:",[],,3,HarassmentAbuse
Yeah that[ORG] fine,"Okay, we will contact you as soon as possible. 
",Where can I have the officer meet with you?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: That’s where we last seen him
Dispatcher: Okay, how long ago did you see him? 
 User: # minutes ago
Dispatcher: Okay, we have officers on the way. Would you like an officer to contact you? 
 User: Yeah that[ORG] fine
Dispatcher:","[['That’s where we last seen him', 'Okay, how long ago did you see him?'], ['# minutes ago', 'Okay, we have officers on the way. Would you like an officer to contact you?']]",,7,HarassmentAbuse
Okay,"Okay.
",Thank you.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Okay
Dispatcher:",[],,16,HarassmentAbuse
The women’s basketball team members are all at the door,"Hello, this is dispatcher.
","Thank you for letting us know, officers have arrived.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The women’s basketball team members are all at the door
Dispatcher:",[],,3,HarassmentAbuse
I do not know the third girl personally,"Do you know her?
","Alright, no problem","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I do not know the third girl personally
Dispatcher:",[],,9,HarassmentAbuse
This was a while ago,"What's your name?
","Thank you for sharing this information through LiveSafe. If the issue persists, please do not hesitate to contact us again.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: This was a while ago
Dispatcher:",[],,6,HarassmentAbuse
No,"Yes sierpniu 2017
",[ACRONYM]. [ACRONYM] [ACRONYM] [ACRONYM] LOC[ACRONYM]ED [ACRONYM] [ACRONYM] i [ACRONYM] [ACRONYM] [ACRONYM] OFFICER [ACRONYM] [ACRONYM] [ACRONYM]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No
Dispatcher:",[],,9,HarassmentAbuse
No prob. Thanks for keeping us safe!,"You are welcome.
",It is out pleasure ! [ACR[ACRONYM]YM] [ACRONYM]!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Seems as thought a car pulled over, driver went to assault a woman, yelled at that near by person who was going to help, woman went towards fig and the driver left.
Dispatcher: Thank you for the information we will pass it on to our officers. Thank you for using the LiveSafe App. 
 User: No prob. Thanks for keeping us safe!
Dispatcher:","[['Seems as thought a car pulled over, driver went to assault a woman, yelled at that near by person who was going to help, woman went towards fig and the driver left.', 'Thank you for the information we will pass it on to our officers. Thank you for using the LiveSafe App.']]",,12,HarassmentAbuse
Yes,"Yes październik 2018
",Can you explain what they were they doing that was harrassing?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes
Dispatcher:",[],,6,HarassmentAbuse
Must be atleast ##,"Okay, and was he wearing a hat? 
",And how tall was he?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I went the other way afterwards
Dispatcher: Okay, was he on [ORG] or #th st? 
 User: University
Dispatcher: Okay, and was he doing anything else besides saying offensive things? 
 User: No
Dispatcher: Okay, could you tell how old he was? 
 User: Must be atleast ##
Dispatcher:","[['I went the other way afterwards', 'Okay, was he on [ORG] or #th st?'], ['University', 'Okay, and was he doing anything else besides saying offensive things?'], ['No', 'Okay, could you tell how old he was?']]",,12,HarassmentAbuse
I don't feel safe leaving my home at this time,"I understand that you do not feel safe leaving your home at this time, but I do have a few questions for you. 
",.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I've reported it to [ORG] but this time I believe I saw him, my neighbor, and can describe the shirt he was wearing so if an office can speak to him and confirm the shirt he was wearing then that would be great
Dispatcher: You are more than welcomed to come into our [ORG] station located at [FAC] at #### [PERSON] regarding the events that have happened to you in order to speak with an officer in provate. 
 User: I don't feel safe leaving my home at this time
Dispatcher:","[[""I've reported it to [ORG] but this time I believe I saw him, my neighbor, and can describe the shirt he was wearing so if an office can speak to him and confirm the shirt he was wearing then that would be great"", 'You are more than welcomed to come into our [ORG] station located at [FAC] at #### [PERSON] regarding the events that have happened to you in order to speak with an officer in provate.']]",,9,HarassmentAbuse
No just him,"Okay, I'll let the officers know that you have no other neighbors to speak with.
",We are sending officers out. Can we have address or description of the residence he lives at please?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The one I believe to be the one who did this?
Dispatcher: The [ORG] that you claimed threw the bottles. Did you need the officers to speak with any other neighbors? 
 User: No just him
Dispatcher:","[['The one I believe to be the one who did this?', 'The [ORG] that you claimed threw the bottles. Did you need the officers to speak with any other neighbors?']]",,25,HarassmentAbuse
Ffh,"Ffh
",dsadfsa,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Ffh
Dispatcher:",[],,1,HarassmentAbuse
[DATE] king william rd,"[DATE] 10:10:00
",Do you know her boyfriends name?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [DATE] king william rd
Dispatcher:",[],,4,HarassmentAbuse
Although if a [ORG] answers her phone I'd be worried that he has gotten her phone...,"Okay, so [PERSON] is at [LOCATION]?
",Thank You. We will attempt to have an officer call and speak with her. Can you advise if she is currently with Mr. [PERSON]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But yes
Dispatcher: Are you able to provide a phone number for [PERSON] and we can have an officer call her? 
 User: Her phone number is [DATE]
Dispatcher: Thank You, is she able to talk right now 
 User: Although if a [ORG] answers her phone I'd be worried that he has gotten her phone...
Dispatcher:","[['But yes', 'Are you able to provide a phone number for [PERSON] and we can have an officer call her?'], ['Her phone number is [DATE]', 'Thank You, is she able to talk right now']]",,15,HarassmentAbuse
"If thats necessary, thats okay. We were just concerned because he was harassing minors, on the job","Okay, I'll have an officer look into this, is there anything else you want to tell me?
","Thank you for letting us know, have a nice night!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I believe I heard most of it but it was a large group and he might've been saying more to the front as well
Dispatcher: We will have an officer look into this, how long ago did it happen? 
 User: About # or # minutes before I first submitted that, so about #:##
Dispatcher: Do you want any contact from the officer? 
 User: If thats necessary, thats okay. We were just concerned because he was harassing minors, on the job
Dispatcher:","[[""I believe I heard most of it but it was a large group and he might've been saying more to the front as well"", 'We will have an officer look into this, how long ago did it happen?'], ['About # or # minutes before I first submitted that, so about #:##', 'Do you want any contact from the officer?']]",,9,HarassmentAbuse
