instruction,response,output,prompt,history,summary,his_len,type
i belive the ra is not here,"yes, i'm here
",I just spoke to her and she is on her way to check this out,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i belive the ra is not here
Dispatcher:",[],,3,SuspiciousActivity
No need to come,"Thank you for calling the police department. How can I help you?
","Officers were in the area and did see the person eating. Thanks you for using LiveSafe, have a good night!","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No need to come
Dispatcher:",[],,9,SuspiciousActivity
They’re super loud,"Can you tell me what’s going on?
","[ACRONYM], I have an officer on the way","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They’re super loud
Dispatcher:",[],,3,SuspiciousActivity
The person has now moved. Crossed across the front lawn of [ORG] and into the front door and a resident just let them in but does not know them.,"I am going to need you to get a description of the person.
",I will let the officer know,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: The person has now moved. Crossed across the front lawn of [ORG] and into the front door and a resident just let them in but does not know them.
Dispatcher:",[],,3,SuspiciousActivity
I don't recall exact clothes but they were all dark clothing,"Can you describe the clothing?
","Okay, thank you. We will send officers over to see if they're still there.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don't recall exact clothes but they were all dark clothing
Dispatcher:",[],,4,SuspiciousActivity
"It[ORG] only the fact that someone else mentioned she[ORG] seen him before, just sitting in the vehicle, and where he[ORG] parking which makes me think he doesn’t want to be seen. Could be nothing","That’s a good point. We’ll send someone to check it out.
",Thank you for the additional information. We'll have an Officer check on it.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It[ORG] only the fact that someone else mentioned she[ORG] seen him before, just sitting in the vehicle, and where he[ORG] parking which makes me think he doesn’t want to be seen. Could be nothing
Dispatcher:",[],,3,SuspiciousActivity
I[ORG] not sure of her room number,"I[ORG]
",When did you see the cuts on her arm?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I[ORG] not sure of her room number
Dispatcher:",[],,8,SuspiciousActivity
Thank you!,"Do you know if he is armed? 
",Thank you for using LiveSafe. Have a good night.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Right on the corner in front of coffee bean and tea leaf
Dispatcher: Do you know what race he is? 
 User: Looked Caucasian
Dispatcher: We have officers responding to investigate. 
 User: Thank you!
Dispatcher:","[['Right on the corner in front of coffee bean and tea leaf', 'Do you know what race he is?'], ['Looked Caucasian', 'We have officers responding to investigate.']]",,7,SuspiciousActivity
Light brown / green eyes,"Light brown / green eyes
",Thank you. We will have an officer check on him to make sure everything is okay.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Light brown / green eyes
Dispatcher:",[],,3,SuspiciousActivity
Thanks,"Please wait for a few minutes and we will get back to you
",Please keep us informed with any updates,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ORG] is in a meeting at cactus in [ORG]
Dispatcher: Okay, our officer are at [ORG] and checking the area 
 User: Thanks
Dispatcher:","[['[ORG] is in a meeting at cactus in [ORG]', 'Okay, our officer are at [ORG] and checking the area']]",,5,SuspiciousActivity
"To be more specific , it is around the middle of that back side","Okay, so it's on the left side of the car.
",Excellent thank you for the update!,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: To be more specific, it is around the middle of that back side
Dispatcher:",[],,8,SuspiciousActivity
At #:##,"At #:##
",We have an officer in the area. If anything changes please let us know,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: At #:##
Dispatcher:",[],,7,SuspiciousActivity
The entrance to bloom walk near [GPE] hall,"What time would be best for you? 
",Great! We will send an officer.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Ah, if they're nearby
Dispatcher: Where are you able to meet with officers? 
 User: The entrance to bloom walk near [GPE] hall
Dispatcher:","[[""Ah, if they're nearby"", 'Where are you able to meet with officers ?']]",,5,SuspiciousActivity
Tall too,"911
","So was he between [ORG] and [PERSON], [PERSON], or Boyd Hall?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Tall too
Dispatcher:",[],,3,SuspiciousActivity
Hope it will be useful,"I hope so too.
",Will let the [ORG] know,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Hope it will be useful
Dispatcher:",[],,11,SuspiciousActivity
By all of the bike racks,"What is the nature of your emergency?
","ok. Is he white, black, hispanic, native american?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: By all of the bike racks
Dispatcher:",[],,5,SuspiciousActivity
Thanks. I[ORG] not on campus right now. My cell is ###-###-####,"Ok. We will have him call you.
","ok that is fine, I will have Officer [PERSON] call you in a few minutes.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am the executive director at [GPE] and wanted to have some more info if it’s available because people in our community are scared as the photo has been shared several times on social media
Dispatcher: Yes that is correct, our Officer investigated and found it was at [ORG]. I will have him make contact with you. Would like him to call you or come meet with you when he can today? 
 User: Thanks. I[ORG] not on campus right now. My cell is ###-###-####
Dispatcher:","[['I am the executive director at [GPE] and wanted to have some more info if it’s available because people in our community are scared as the photo has been shared several times on social media', 'Yes that is correct, our Officer investigated and found it was at [ORG]. I will have him make contact with you. Would like him to call you or come meet with you when he can today?']]",,13,SuspiciousActivity
Standing near exit sign now outside of my dorm room,"Hello, this is the police department. How can I help you?
","Thank you, do you see officers speaking with him?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Standing near exit sign now outside of my dorm room
Dispatcher:",[],,7,SuspiciousActivity
Lost track of him,"Hello, this is the police department.
",Have they entered a classroom?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Lost track of him
Dispatcher:",[],,4,SuspiciousActivity
Will I remain [PERSON] if I contact Newark Police and do I have to call them? Or is you reporting it enough?,"You can remain anonymous if you wish.
",You can remain anonymous when speaking with them.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I[ORG] very nervous and felt unsafe so I assumed the best thing to do was report it
Dispatcher: Thank you for your tip. We have passed this information along to [ORG]. Please contact them as soon as possible at ###-###-####. 
 User: Will I remain [PERSON] if I contact Newark Police and do I have to call them? Or is you reporting it enough?
Dispatcher:","[['I[ORG] very nervous and felt unsafe so I assumed the best thing to do was report it', 'Thank you for your tip. We have passed this information along to [ORG]. Please contact them as soon as possible at ###-###-####.']]",,14,SuspiciousActivity
Okk... I [ACRONYM] do that. Sure,"Okk. Please do.
","The best thing to do next time if you can is take note of what they area wearing, color wise and in which direction they left so officers can track them down at or in the area to question them.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: But I suggest the cameras will tell you more.
Dispatcher: Thank you. In the future please alert [ORG] to their presence while they are still there. 
 User: Okk... I [ACRONYM] do that. Sure
Dispatcher:","[['But I suggest the cameras will tell you more.', 'Thank you. In the future please alert [ORG] to their presence while they are still there.']]",,20,SuspiciousActivity
*I already left,"*You have left
","Okay, thank you for the information. An officer will check the area. Have a good night.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: *I already left
Dispatcher:",[],,10,SuspiciousActivity
Thank you so much!,"You're welcome. We'll be in touch.
",No problem .,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Should I try to get a better look?
Dispatcher: Thank you again for the information. We have [PERSON] responding to the area now. No please do not leave your room. 
 User: Thank you so much!
Dispatcher:","[['Should I try to get a better look?', 'Thank you again for the information. We have [PERSON] responding to the area now. No please do not leave your room.']]",,5,SuspiciousActivity
How will I know when the officer arrives?,"The officer will knock on your door and identify himself.
",I will let you know if they don't knock,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: How will I know when the officer arrives?
Dispatcher:",[],,9,SuspiciousActivity
I[ORG] just concerned that maybe he hurt someone because he was calling someone an asshole and threatening them,"What's your name?
","Thank you for letting us know, our officers will still be responding to make sure everything is alright in the area.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I[ORG] just concerned that maybe he hurt someone because he was calling someone an asshole and threatening them
Dispatcher:",[],,3,SuspiciousActivity
###,"ok, I'll have an officer come by and talk to you.
",We'll have an officer meet with you shortly,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Let me know.
Dispatcher: It is up to you, if you're scared about what happened i can have an officer meet with you if you'd like. It is not mandatory for them to meet with you. 
 User: I am actually scared. He can surely come back. So yes I would like to meet with an officer.
Dispatcher: ok, what room number are you in at [GPE]? 
 User: ###
Dispatcher:","[['Let me know .', ""It is up to you, if you're scared about what happened i can have an officer meet with you if you'd like. It is not mandatory for them to meet with you.""], ['I am actually scared . He can surely come back . So yes I would like to meet with an officer.', 'ok, what room number are you in at [GPE]?']]",,11,SuspiciousActivity
"That’s fine by me, officer","Ok, I will put you on hold while I check with the officer
",What is you name and telephone number?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I am just reporting because I found it slightly suspicious
Dispatcher: Its up to you, I can have the officer call you on the phone when they are done investigating if you would like 
 User: That’s fine by me, officer
Dispatcher:","[['I am just reporting because I found it slightly suspicious', 'Its up to you, I can have the officer call you on the phone when they are done investigating if you would like']]",,13,SuspiciousActivity
Potential victim,[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [,"[ACRONYM], [ACRONYM] [ACRONYM]--[ACRONYM] RELAYING [ACRONYM] INFORMATION [ACRONYM] [ACRONYM] SUPERVISOR [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM]","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Idk what time the people on the line will pull up but this is the place
Dispatcher: [ACR[ACRONYM]YM] [ACR[ACRONYM]YM] PLEASE PROVIDE [GPE] [ACR[ACRONYM]YM] SPECIFIC INFORMATI[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] ""HAZING"" [ACRONYM] [ACRONYM] OCCURRING? 
 User: Potential Paddling
Dispatcher: [ACRONYM] [ACRONYM] A POTENTIAL VICTIM [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] CONCERNED F[ACRONYM] OTHERS? 
 User: Potential victim
Dispatcher:","[['Idk what time the people on the line will pull up but this is the place', '[ACR[ACRONYM]YM] [ACR[ACRONYM]YM] PLEASE PROVIDE [GPE] [ACR[ACRONYM]YM] SPECIFIC INFORMATI[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] ""HAZING"" [ACRONYM] [ACRONYM] OCCURRING?'], ['Potential Paddling', '[ACRONYM] [ACRONYM] A POTENTIAL VICTIM [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] CONCERNED F[ACRONYM] OTHERS?']]",,18,SuspiciousActivity
It sounds like they’re leaving now but they were in a black [PERSON] and a red [ORG] Wrangler,"Okay, let me see if I can find out any more information for you.
",ok thank you. The police are still in the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It sounds like they’re leaving now but they were in a black [PERSON] and a red [ORG] Wrangler
Dispatcher:",[],,7,SuspiciousActivity
i[ORG] not sure who all is still there,"[ORG]
",Thank you for the information. We will have officers check the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i[ORG] not sure who all is still there
Dispatcher:",[],,3,SuspiciousActivity
"I don’t see any color, pattern or logo at all","Yes, we have a very simple design. We don’t want to distract you from the conversation.
",[ACRONYM] [ACRONYM] SOMEONE CHECKING [ACRONYM] [ACRONYM] [ACRONYM]. [ACRONYM] [ACRONYM].,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don’t see any color, pattern or logo at all
Dispatcher:",[],,3,SuspiciousActivity
Thank you,"You are welcome.
",Can you meet with officers in the lobby of [PERSON] hall?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He’s in a brown jacket
Dispatcher: Can you give a description of the individual? What area was he last at on [GPE]? 
 User: Across the street from shell. By [ORG] gas station he was walking on the right side of the street towards panda canes. He was #’##/#’## white scraggly beard.
Dispatcher: We are sending officers to the area now. Would you like to speak with officers? 
 User: If you need us to we can. We are back at brown hall now
Dispatcher: Thank you for the information, we will notify you if officers need to speak with you. 
 User: Thank you
Dispatcher:","[['He’s in a brown jacket', 'Can you give a description of the individual? What area was he last at on [GPE] ?'], ['Across the street from shell. By [ORG] gas station he was walking on the right side of the street towards panda canes. He was #’##/#’## white scraggly beard.', 'We are sending officers to the area now. Would you like to speak with officers?'], ['If you need us to we can. We are back at brown hall now', 'Thank you for the information, we will notify you if officers need to speak with you.']]",,8,SuspiciousActivity
I couldn’t see because of the high beams,"You can’t see?
",Ok thank you for the information. No problem.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I couldn’t see because of the high beams
Dispatcher:",[],,5,SuspiciousActivity
He just started walking towards building.,"[ACR[ACRONYM]YM], [ORG] [ACR[ACRONYM]YM] [ACRONYM] [ACRONYM] [ORG]. \ 
",[ACRONYM] BUILDING?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Grey tshirt
Dispatcher: [ACR[ACRONYM]YM], [ORG] [ACR[ACRONYM]YM] [ACRONYM] [ACRONYM] [ORG]. \ 
 User: He just started walking towards building.
Dispatcher:","[['Grey tshirt', '[ACR[ACRONYM]YM], [ORG] [ACR[ACRONYM]YM] [ACRONYM] [ACRONYM] [ORG]. \\']]",,5,SuspiciousActivity
"No thank you, I just wanted to make sure the students outside are safe. I work in the [ORG] office in [ORG].","Okay, I will let the officer know you called.
","An Officer is there now, have a good day.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: His pants are black
Dispatcher: doe she have any bags with him or anything in his hands? 
 User: Not that I can see. I think he’s holding gloves
Dispatcher: Thank You, an Officer is on the way. Would you like to speak with the officer? 
 User: No thank you, I just wanted to make sure the students outside are safe. I work in the [ORG] office in [ORG].
Dispatcher:","[['His pants are black', 'doe she have any bags with him or anything in his hands?'], ['Not that I can see. I think he’s holding gloves', 'Thank You, an Officer is on the way. Would you like to speak with the officer?']]",,7,SuspiciousActivity
She said on the first floor. But up to her ears in budget matters. She asked me to forward her email from the #th at sgt.reech suggestion,"Alright. Can you give me the email address
",Ok I will make sure Sgt. [ORG] gets the e-mail... Thank You,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No
Dispatcher: Ok, What is Laurenes office number 
 User: She said on the first floor. But up to her ears in budget matters. She asked me to forward her email from the #th at sgt.reech suggestion
Dispatcher:","[['No', 'Ok , What is Laurenes office number']]",,8,SuspiciousActivity
No thank you. I am alright but decided to report it since it was the first time I have felt unsafe on campus,"Alright. I am glad to hear that you are alright.
",an officer is checking the area,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No thank you. I am alright but decided to report it since it was the first time I have felt unsafe on campus
Dispatcher:",[],,9,SuspiciousActivity
They went east on #st street towards [ORG].,"Okay, so you went east on #st street towards [ORG].
",Would you like an officer to contact you after circulating the area?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: They went east on #st street towards [ORG].
Dispatcher:",[],,6,SuspiciousActivity
White mustache.,"Black mustache.
",and hes wearing a gray sweatshirt?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: White mustache.
Dispatcher:",[],,8,SuspiciousActivity
No. That’s ok.,"ok, we’ll send an officer to the location to check on the situation.
",thank you we will advise Newark Police,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Jeans
Dispatcher: what is his current location? 
 User: In from of [FAC] sitting on the wall along [FAC] across from chef tan
Dispatcher: would you like an officer to contact you back? 
 User: No. That’s ok.
Dispatcher:","[['Jeans', 'what is his current location?'], ['In from of [FAC] sitting on the wall along [FAC] across from chef tan', 'would you like an officer to contact you back?']]",,17,SuspiciousActivity
From the video & according to [GPE] they are. [GPE] said when he went over to his room their were bullets lined up on [PERSON]’s desk & # guns were in his closet,"Did [PERSON] say why he was upset? 
",What time was that?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Called*
Dispatcher: Can [PERSON] come to the station and show the video tonight? 
 User: I kind of don’t want to ask him to do it, because he doesn’t know that I[PERSON] reporting it and I don’t want either of them to take their anger out on me.
Dispatcher: Do you think the guns are in [PERSON]'s room? 
 User: From the video & according to [GPE] they are. [GPE] said when he went over to his room their were bullets lined up on [PERSON]’s desk & # guns were in his closet
Dispatcher:","[['Called*', 'Can [PERSON] come to the station and show the video tonight?'], ['I kind of don’t want to ask him to do it, because he doesn’t know that I[PERSON] reporting it and I don’t want either of them to take their anger out on me.', ""Do you think the guns are in [PERSON]'s room?""]]",,18,SuspiciousActivity
possibly hispanic or native american,"female, 20s-30s
",Thank you. Do you see any weapons?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: possibly hispanic or native american
Dispatcher:",[],,6,SuspiciousActivity
Still in the building,"Hello, this is the police department. How can I help you?
","thank you we have officers en route, can you c advise thier description ?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Still in the building
Dispatcher:",[],,4,SuspiciousActivity
There is a cop talking to the guy right now but the woman is gone,"What is the location of the incident?
",Did you see the direction that the female went?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: There is a cop talking to the guy right now but the woman is gone
Dispatcher:",[],,21,SuspiciousActivity
I[ORG] not sure if it’s an emergency more so than a worry so I wasn’t sure if I need to call ###,"[ORG] dispatch.
","Thanks for the information, we will have a unit respond and check the area. Would you like to be seen by the officer?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I[ORG] not sure if it’s an emergency more so than a worry so I wasn’t sure if I need to call ###
Dispatcher:",[],,4,SuspiciousActivity
He’s in E-lot now I just saw him as I drove by,"Okay, so he’s in the parking lot?
",Thank you for using LiveSafe. Officers are in the area.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He’s in E-lot now I just saw him as I drove by
Dispatcher:",[],,1,SuspiciousActivity
He was there around # pm,"Thank you for calling the police department.
","In the future, please contact us immediately so we can send an officer to make contact and check the area.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He was there around # pm
Dispatcher:",[],,4,SuspiciousActivity
I don’t know if there’s more than one entrance by the shuttles on the right side but I saw him go in,"Can you tell me what you saw?
","Thank you for the information, we will let the [ORG] know to check the area for any suspicious activity. Did you want an Officer to contact you directly?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don’t know if there’s more than one entrance by the shuttles on the right side but I saw him go in
Dispatcher:",[],,5,SuspiciousActivity
"Yes, thank you!","You’re welcome.
",okay,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Oops I think he is helping a student mode out but at first I hadn’t seen the student. “ all is clear.” I was a little bit worried because I keep on seeing this car here about every # hr.
Dispatcher: okay, so disregard? 
 User: Yes, thank you!
Dispatcher:","[['Oops I think he is helping a student mode out but at first I hadn’t seen the student. “ all is clear.” I was a little bit worried because I keep on seeing this car here about every # hr.', 'okay, so disregard?']]",,5,SuspiciousActivity
Yes,"Do you know the car?
",[ACRONYM] we have officers on the way.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: No it was before you go to parking lot
Dispatcher: Are they still there? 
 User: Yes
Dispatcher:","[['No it was before you go to parking lot', 'Are they still there?']]",,5,SuspiciousActivity
I last saw him on the first floor but the structure of the building hindered my view of where he went,"Okay thank you. What floor is he on? 
",We will send one of our officers.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Has white hair
Dispatcher: Okay thank you. What floor is he on? 
 User: I last saw him on the first floor but the structure of the building hindered my view of where he went
Dispatcher:","[['Has white hair', 'Okay thank you. What floor is he on?']]",,6,SuspiciousActivity
Yes I can. If it is necessary yes,"You can
",Yes. Where can an officer meet with you?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes I can. If it is necessary yes
Dispatcher:",[],,7,SuspiciousActivity
"Yea around then, not really an issue.","Okay, I'll let you know if I hear anything.
","ok, thank you for letting us know.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yea around then, not really an issue.
Dispatcher:",[],,6,SuspiciousActivity
