instruction,response,output,prompt,history,summary,his_len,type
[ACRONYM] don’t want to get the police involved [ACRONYM] just felt like they needed some sort of warning or anything because it doesn’t feel like a safe environment when there are drugs present.,"Okay, so you’re saying that you’re concerned about the safety of your family, is that correct?
","Additionally, they may have on site security. Are you able to provide the exact apartment number?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ACRONYM] don’t want to get the police involved [ACRONYM] just felt like they needed some sort of warning or anything because it doesn’t feel like a safe environment when there are drugs present.
Dispatcher:",[],,5,DrugsAlcohol
this is completely anonymous correct?,"Absolutely. 
",Yes you will remain anonymous.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: [ACRONYM] don’t want to get the police involved [ACRONYM] just felt like they needed some sort of warning or anything because it doesn’t feel like a safe environment when there are drugs present.
Dispatcher: Additionally, they may have on site security. Are you able to provide the exact apartment number? 
 User: No, the number is ripped off the wall that[ORG] why [ORG] had to describe the location
Dispatcher: Thank you for your concern, I will attempt to pass it on to the correct authorities. 
 User: thank you
Dispatcher: Can you advise [PERSON] or Phase #? 
 User: phase # [ACRONYM] believe
Dispatcher: Thank you 
 User: this is completely anonymous correct?
Dispatcher:","[['[ACRONYM] don’t want to get the police involved [ACRONYM] just felt like they needed some sort of warning or anything because it doesn’t feel like a safe environment when there are drugs present.', 'Additionally, they may have on site security. Are you able to provide the exact apartment number?'], ['No, the number is ripped off the wall that[ORG] why [ORG] had to describe the location', 'Thank you for your concern, I will attempt to pass it on to the correct authorities.'], ['thank you', 'Can you advise [PERSON] or Phase #?'], ['phase # [ACRONYM] believe', 'Thank you']]",,13,DrugsAlcohol
One of them was lighting a cigarette for the other person,"The other person was lighting a cigarette for the user
","Can you give me a description of the vehicle please. Color, [PERSON] make and model.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: One of them was lighting a cigarette for the other person
Dispatcher:",[],,5,DrugsAlcohol
*i haven’t checked,"*i haven’t checked
",I have officers responding now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: *i haven’t checked
Dispatcher:",[],,3,DrugsAlcohol
i dont really want her to know i was the one to tell on her though,"i understand
",as of right now there is nothing we can do until the marijuana is in the room. When they come in with it please let me know and an officer will speak with them at that time.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i dont really want her to know i was the one to tell on her though
Dispatcher:",[],,7,DrugsAlcohol
That’s honestly all I have,"I understand. I’m going to ask you some questions to get a better idea of what’s going on.
","ok thanks. The bags...where they sandwich bags, gallon size bags, bigger than that?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: That’s honestly all I have
Dispatcher:",[],,16,DrugsAlcohol
White shirt,"Blue shirt
",Do you have an intersecting street for [ORG]?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: White shirt
Dispatcher:",[],,3,DrugsAlcohol
Down the street from [ORG],"Hello, may I help you?
",We will let the proper authorities,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Down the street from [ORG]
Dispatcher:",[],,8,DrugsAlcohol
Near the gates to the right of [ORG],"Hello, this is the [ORG] dispatcher. How can I help you?
",ok,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Near the gates to the right of [ORG]
Dispatcher:",[],,4,DrugsAlcohol
"I just saw the car but when i went downstairs to let them in, the car was gone","Okay, I'm going to need you to stay calm and not panic.
",Officers are handling emergency calls. They will respond when they become available.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I just saw the car but when i went downstairs to let them in, the car was gone
Dispatcher:",[],,11,DrugsAlcohol
If you could send someone over as soon as possible to check this out please. I am not comfortable with living in the complex when there is marijuana growing and smoking around that area. I have chosen to sleep at another location until this is resolved,"I understand. What is the address of the location?
",Thank you for contacting [ORG]. We will dispatch a security officer to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: If you could send someone over as soon as possible to check this out please. I am not comfortable with living in the complex when there is marijuana growing and smoking around that area. I have chosen to sleep at another location until this is resolved
Dispatcher:",[],,1,DrugsAlcohol
And they will not know who turned them in?,"No 
",no,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: If you could send someone over as soon as possible to check this out please. I am not comfortable with living in the complex when there is marijuana growing and smoking around that area. I have chosen to sleep at another location until this is resolved
Dispatcher: Thank you for contacting [ORG]. We will dispatch a security officer to investigate. 
 User: Will they go right now?
Dispatcher: I'm contacting them 
 User: Perfect. Please let me know when it is taken care of so I can go back to my room hopefully by tomorrow
Dispatcher: You will have to give your name for anything drug related. We will keep the information to ourselves. 
 User: Why must I give my name?
Dispatcher: That is our protocol 
 User: And they will not know who turned them in?
Dispatcher:","[['If you could send someone over as soon as possible to check this out please. I am not comfortable with living in the complex when there is marijuana growing and smoking around that area. I have chosen to sleep at another location until this is resolved', 'Thank you for contacting [ORG]. We will dispatch a security officer to investigate.'], ['Will they go right now?', ""I'm contacting them""], ['Perfect. Please let me know when it is taken care of so I can go back to my room hopefully by tomorrow', 'You will have to give your name for anything drug related. We will keep the information to ourselves.'], ['Why must I give my name?', 'That is our protocol']]",,9,DrugsAlcohol
On the train headed uptown to some party I assume,"Ok, so they are on the train? 
","Oh ok, thank you","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Yes, very loud
Dispatcher: Ok, can you describe them please? And are they on Campus yet> 
 User: Train is about to leave campus
Dispatcher: So they got off the train? 
 User: On the train headed uptown to some party I assume
Dispatcher:","[['Yes, very loud', 'Ok, can you describe them please? And are they on Campus yet>'], ['Train is about to leave campus', 'So they got off the train?']]",,8,DrugsAlcohol
And is currently in the room,"Hello, my name is Dispatcher and I will be your dispatcher today.
",ok we will send someone,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: And is currently in the room
Dispatcher:",[],,7,DrugsAlcohol
##########,"Hello, this is the dispatcher.
","Thank you for sharing this information through LiveSafe. If the issue persists, please do not hesitate to contact us again.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: ##########
Dispatcher:",[],,5,DrugsAlcohol
"There’s a kid with a white shirt, beanie long hair and sweatpants who just ran around the hall spraying [ORG]","Where are you now?
",Thank you for the tip.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: There’s a kid with a white shirt, beanie long hair and sweatpants who just ran around the hall spraying [ORG]
Dispatcher:",[],,4,DrugsAlcohol
I put the wrong # its the house closest to the field not ###,"Ok.
",thank you for your tip,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I put the wrong # its the house closest to the field not ###
Dispatcher:",[],,1,DrugsAlcohol
It’s very strong,"It’s very strong
",Thank you for contacting [ORG]. We will dispatch a security officer to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It’s very strong
Dispatcher:",[],,5,DrugsAlcohol
Will you please update me to make sure they’re safe,"Yes sir, I’ll make sure they’re safe
","Yes sir, what is your name and number","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Will you please update me to make sure they’re safe
Dispatcher:",[],,5,DrugsAlcohol
I have a screenshot of her location but no way to send it,"Can you get a screenshot of her location?
","Thank you sir, officers are now en route to [ORG]","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I have a screenshot of her location but no way to send it
Dispatcher:",[],,19,DrugsAlcohol
If I submit another ticket with the picture will that work?,"Yes, that will work.
",maybe--u can try it,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: If I submit another ticket with the picture will that work?
Dispatcher:",[],,31,DrugsAlcohol
Also worried about alcohol poisoning at this point although I[ORG] not sure what exactly they’re doing there,"Okay, we’re going to need to know exactly where you are.
","Officers have located her, out speaking with her now","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Also worried about alcohol poisoning at this point although I[ORG] not sure what exactly they’re doing there
Dispatcher:",[],,12,DrugsAlcohol
No. Police arrived. Thanks.,"Ok.
","You're welcome, thank you for reporting it","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Jeans
Dispatcher: Did he attempt to sell to you? 
 User: No. Police arrived. Thanks.
Dispatcher:","[['Jeans', 'Did he attempt to sell to you?']]",,9,DrugsAlcohol
I think so slightly. I've been in my room for a little bit so I may have just adjusted. I got my girlfriend to come up before I contacted you to get a second opinion and she said it definitely smelled like marijuana.,"Do you have any other symptoms? 
",Are you saying its coming from inside of your apartment or an adjacent apartment?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I heard an officer in the hall but he left. Was I supposed to speak with him?
Dispatcher: Would you like to speak with an Officer? 
 User: No, it's fine. I was just wondering if I was supposed to. This has just been happening for a while now and the smell gives me a really bad headache and makes it hard for me to work.
Dispatcher: I understand. Are you still smelling it now? 
 User: I think so slightly. I've been in my room for a little bit so I may have just adjusted. I got my girlfriend to come up before I contacted you to get a second opinion and she said it definitely smelled like marijuana.
Dispatcher:","[['I heard an officer in the hall but he left. Was I supposed to speak with him?', 'Would you like to speak with an Officer?'], [""No, it's fine. I was just wondering if I was supposed to. This has just been happening for a while now and the smell gives me a really bad headache and makes it hard for me to work."", 'I understand. Are you still smelling it now?']]",,9,DrugsAlcohol
Should I speak to the [ORG] at the desk?,"Yes, please do.
",yes.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Should I speak to the [ORG] at the desk?
Dispatcher:",[],,15,DrugsAlcohol
Thank you though,"You are welcome.
",Thank you. We will cancel officers.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you though
Dispatcher:",[],,7,DrugsAlcohol
so around ## minutes ago,"Hi, how can I help you?
","[ACRONYM], THANKS","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: so around ## minutes ago
Dispatcher:",[],,7,DrugsAlcohol
It’s on hallways ###-### and ###-###. Can’t be narrowed from there,"Is it a specific room? 
",Ok thank you. Officers are responding now,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: In [GPE] hall
Dispatcher: Is it near a specific room? 
 User: It’s on hallways ###-### and ###-###. Can’t be narrowed from there
Dispatcher:","[['In [GPE] hall', 'Is it near a specific room?']]",,3,DrugsAlcohol
Cause the cops are here but the moves the girl next door,"Hello, this is the police department. How can I help you?
","I promise, it is.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Cause the cops are here but the moves the girl next door
Dispatcher:",[],,21,DrugsAlcohol
The house is next to the house with all the people next to it the girl is conscious but very very drunk and needs medical help,"Ok. I need you to tell me the address. 
","I understand and want to help her however, they can't find her. I need you to help me help her.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Cops are letting people leave
Dispatcher: Ok. They cannot find her. I need someone to either tell an officer where she is... or you tell me what the house number is so I can direct them in. 
 User: The house is next to the house with all the people next to it the girl is conscious but very very drunk and needs medical help
Dispatcher:","[['Cops are letting people leave', 'Ok. They cannot find her. I need someone to either tell an officer where she is... or you tell me what the house number is so I can direct them in.']]",,42,DrugsAlcohol
I believe some people might be going to smoke there now.,"What is the location of the smoking?
",Ok i have officers on their way. Can you provide a description of them. What do they look like? How many people? and an exact location.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: You can typically find them in the pavilion sections of the [PERSON] (where all the wooden picnic tables are).
Dispatcher: Thank you for contacting the [ACRONYM] [ACRONYM]. We will process the information you provided. If you have any further information please let us know. 
 User: I believe some people might be going to smoke there now.
Dispatcher:","[['You can typically find them in the pavilion sections of the [PERSON] (where all the wooden picnic tables are).', 'Thank you for contacting the [ACRONYM] [ACRONYM]. We will process the information you provided. If you have any further information please let us know.']]",,3,DrugsAlcohol
Would like to remain anonymous,"Hello, how can I help you?
",ok we will have officers check out the area,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Would like to remain anonymous
Dispatcher:",[],,5,DrugsAlcohol
Smoking marijuana near the fountain and reading room group of black Males,"Hello, this is the dispatcher for the local police department. How can I help you?
",Can you verify the exact location?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Smoking marijuana near the fountain and reading room group of black Males
Dispatcher:",[],,1,DrugsAlcohol
Mitchel is in the room. Gerber ###,"I am here. 
",officers are in route,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He keeps it in a safe also
Dispatcher: can you stop by the office and speak with me? [PERSON]. [PERSON] 
 User: Yes i can come by after class
Dispatcher: Sounds good. I will be here until #. 
 User: Mitchel is in the room. Gerber ###
Dispatcher:","[['He keeps it in a safe also', 'can you stop by the office and speak with me? [PERSON]. [PERSON]'], ['Yes i can come by after class', 'Sounds good. I will be here until #.']]",,9,DrugsAlcohol
Like red and brown,"What is the nature of the emergency?
",Thank you for your tip. A security officer has been dispatched to the requested location.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Like red and brown
Dispatcher:",[],,7,DrugsAlcohol
I believe it is kept in a prescription bottle in the glove box and the pipe is in her box of cigarettes. She smiles red marlboros,"I'm going to need a little more information.
",Can you please call [ORG] at ###-###-####. [ACRONYM] need to attain more information from you?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I believe it is kept in a prescription bottle in the glove box and the pipe is in her box of cigarettes. She smiles red marlboros
Dispatcher:",[],,4,DrugsAlcohol
"He may be a little intoxicated also, but I wasn’t sure","Alright, I understand.
",Who had the bag and how long ago was it?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He may be a little intoxicated also, but I wasn’t sure
Dispatcher:",[],,11,DrugsAlcohol
Not sure,"ok, let me see if I can find out
",did you notify the [ORG] that's on duty?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: He may be a little intoxicated also, but I wasn’t sure
Dispatcher: Who had the bag and how long ago was it? 
 User: Whoever lives in room ###
Dispatcher: What did he or she look like? 
 User: Like a buzz cut dark brown hair slim. The door says [PERSON] on it.
Dispatcher: how long ago did you see it? 
 User: Around ##:##
Dispatcher: are they still there now? 
 User: Not sure
Dispatcher:","[['He may be a little intoxicated also, but I wasn’t sure', 'Who had the bag and how long ago was it?'], ['Whoever lives in room ###', 'What did he or she look like?'], ['Like a buzz cut dark brown hair slim. The door says [PERSON] on it.', 'how long ago did you see it?'], ['Around ##:##', 'are they still there now?']]",,19,DrugsAlcohol
I would prefer not to have anyone knock on the door. I'm trying to sleep for an exam tomorrow,"You can call 911 if you feel unsafe
","[ORG], [ORG] [ACRONYM] [ACRONYM] ###?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I would prefer not to have anyone knock on the door. I'm trying to sleep for an exam tomorrow
Dispatcher:",[],,9,DrugsAlcohol
"I[ORG] sorry, I don’t. I think it is the triple of baseball players","Okay. I’m going to need a little more information than that. Do you know the name of the girl? 
","Okay. An officer has arrived, but if you have any further information, feel free to let us know.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I don’t know anybof the girls
Dispatcher: Okay. Do you have a name for me, by chance? 
 User: I[ORG] sorry, I don’t. I think it is the triple of baseball players
Dispatcher:","[['I don’t know anybof the girls', 'Okay. Do you have a name for me, by chance?']]",,9,DrugsAlcohol
"Hello. Does marijuana have a pungent sweet smell? I think that my roommate might have done marijuana again. I got up to go to the kitchen, and I don’t know what this smell is.","Yes, marijuana has a pungent sweet smell.
",Thank you for this information. What dorm and suite number do you live at?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Hello. Does marijuana have a pungent sweet smell? I think that my roommate might have done marijuana again. I got up to go to the kitchen, and I don’t know what this smell is.
Dispatcher:",[],,1,DrugsAlcohol
I need this to be completely and totally anonymous,"Okay, so you're reporting a safety concern?
","Ok, do you know who lives in this dorm?","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I need this to be completely and totally anonymous
Dispatcher:",[],,4,DrugsAlcohol
According to a map of campus*,"I am dispatcher from the police department.
","Ok, thanks. We will have an officers check it out.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: According to a map of campus*
Dispatcher:",[],,5,DrugsAlcohol
Is that okay?,"Yes, that's fine.
","If you could go the station located at [FAC], an officer can meet you there.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Is that okay?
Dispatcher:",[],,9,DrugsAlcohol
Thank you,"You're welcome.
",You're welcome,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Thank you
Dispatcher:",[],,3,DrugsAlcohol
A couple of guys who walked in are looking around nervously,"Hello, how can I help you?
",Can you describe them?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: A couple of guys who walked in are looking around nervously
Dispatcher:",[],,3,DrugsAlcohol
Not right now,"Okay. I’ll call you back in a little bit.
","Thank you for the information, we will pass it along to the officer who handled the call.","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Last night around # am the cops were letting us know that someone has been using marijuana and if we knew who it was let them know but at the time I didn’t know who it was.
Dispatcher: Can you meet with an officer at this time? 
 User: Not right now
Dispatcher:","[['Last night around # am the cops were letting us know that someone has been using marijuana and if we knew who it was let them know but at the time I didn’t know who it was.', 'Can you meet with an officer at this time?']]",,6,DrugsAlcohol
She didn’t do it inside the house. Or I can’t smell it anyway but she has smoked in the bathroom before after I have asked her not too.,"What is your name?
",I can send an officer over to speak with you. What house are you in?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: She didn’t do it inside the house. Or I can’t smell it anyway but she has smoked in the bathroom before after I have asked her not too.
Dispatcher:",[],,4,DrugsAlcohol
One of them is but I[ORG] not sure if it’s her,[ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [ACRONYM] [,I CAN SEND OFFICERS TO YOUR ROOM TO CHECK IT OR YOU CAN GO REPORT IT TO YOUR R.A.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Do I have to stay in my room
Dispatcher: [ACRONYM] [ACRONYM] ROOMMATE [ACRONYM] [ACRONYM]? 
 User: One of them is but I[ORG] not sure if it’s her
Dispatcher:","[['Do I have to stay in my room', '[ACRONYM] [ACRONYM] ROOMMATE [ACRONYM] [ACRONYM]?']]",,3,DrugsAlcohol
Not sure I left but it[ORG] really scary there,"That's ok. We are going to send someone over to check it out. 
","Thank you for the tip, we are checking in on it now. Always feel free to reach out to us if you ever need","A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Help
Dispatcher: Someone is on their way. Are you able to leave if you are feeling unsafe? 
 User: Not sure I left but it[ORG] really scary there
Dispatcher:","[['Help', 'Someone is on their way. Are you able to leave if you are feeling unsafe?']]",,6,DrugsAlcohol
I do not want to be involved because I do not want the boys to see who I am,"Okay, I will tell the officer to come and talk to you. 
",Ok I will let the officers know.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: It is at courts dorm. They are talking about a fight that they just started at [ACRONYM] and they sound belligerent
Dispatcher: The officers should be out there now. Do you know what room number they are in? 
 User: I[ORG] not sure because I[ORG] scared to go near. They have quieted down significantly so I[ORG] not sure if the officer will be able to tell which room
Dispatcher: Would you be willing to speak with an officer to show them where they are? 
 User: I do not want to be involved because I do not want the boys to see who I am
Dispatcher:","[['It is at courts dorm. They are talking about a fight that they just started at [ACRONYM] and they sound belligerent', 'The officers should be out there now. Do you know what room number they are in?'], ['I[ORG] not sure because I[ORG] scared to go near. They have quieted down significantly so I[ORG] not sure if the officer will be able to tell which room', 'Would you be willing to speak with an officer to show them where they are?']]",,5,DrugsAlcohol
Pulling out of the deck now,"Alright, we're going to need you to pull out of the deck now.
",which direction is it going?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: Pulling out of the deck now
Dispatcher:",[],,1,DrugsAlcohol
i have an early class and just cannot stand the smell in my room,"I'm sorry to hear that. What is the smell?
",We will dispatch an [ORG] to investigate.,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: i have an early class and just cannot stand the smell in my room
Dispatcher:",[],,5,DrugsAlcohol
I live across the street and can hear everything up on the fourth floor,"I'm sorry to hear that.
",Thank you we will send officers to the area. Would you like to meet with an officer?,"A chat between an individual reporting a safety concern to the local police department and a dispatcher from the police department. The dispatcher gives helpful and detailed guidance and instructions on how to proceed. The dispatcher is also supposed to give necessary emotional support to the citizen.
 
 User: I live across the street and can hear everything up on the fourth floor
Dispatcher:",[],,3,DrugsAlcohol
